,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000034707.7,4166.455819556861,2.57034184230717,0.15836228460171803,16.2307701532066,3.0560090217055794e-59,1.0711636728420799e-56
ENSMUSG00000024054.14,2033.82307276999,3.1020806992370598,0.193628803345737,16.020760577123898,9.152389531200519e-58,3.1411763570207796e-55
ENSMUSG00000048000.15,40022.976877216,2.14874143087466,0.134331173515862,15.9958509602459,1.3657924323045798e-57,4.5918499040378794e-55
ENSMUSG00000039670.2,9864.3038885961,2.8287398962111903,0.178187055000579,15.8751144756391,9.423881441511108e-57,3.1049804573490796e-54
ENSMUSG00000090588.2,4649.714012344551,2.75437254225151,0.174987216321571,15.740421501361801,7.990961585643708e-56,2.5315980992672e-53
ENSMUSG00000114564.1,10939.7179697304,2.2053518567109904,0.140151233967504,15.735515088096399,8.63511790682411e-56,2.6840553282456694e-53
ENSMUSG00000116704.1,2941.3908399493,2.61414799379464,0.166655785528814,15.6859120461957,1.88831265304771e-55,5.760752341908899e-53
ENSMUSG00000104283.1,928.209165308106,3.6415896744303797,0.23417949781726102,15.550420546516198,1.5806448907898397e-54,4.649918559084239e-52
ENSMUSG00000038406.17,24913.999108596403,2.09863369145699,0.13497514064769697,15.5482978671955,1.6339079023097798e-54,4.72228048818444e-52
ENSMUSG00000033596.5,16066.9735925021,2.23201967325073,0.143727259151865,15.529550110548902,2.1891017664723095e-54,6.217803879459459e-52
ENSMUSG00000086942.1,83553.1597350464,2.3228747943180696,0.150167772583699,15.468530659755,5.658388366687819e-54,1.5799371178443297e-51
ENSMUSG00000109787.1,5258.3525491623905,2.35334855299757,0.152405427790746,15.44136968815,8.624901875680139e-54,2.3681105583325797e-51
ENSMUSG00000110825.1,7710.5023060498,2.7492407505277803,0.178568127918405,15.3960327779436,1.7402363217686596e-53,4.644349631850689e-51
ENSMUSG00000040249.15,3808.18492024519,2.45023666711496,0.159150214790996,15.395748414997302,1.74790383133873e-53,4.644349631850689e-51
ENSMUSG00000088497.1,12812.5409046765,2.14785358720456,0.140370326477285,15.3013364085332,7.490263815152079e-53,1.9586445411240497e-50
ENSMUSG00000064595.1,15702.721484444399,2.15019662778024,0.141928093126267,15.149901477696199,7.588026935886369e-52,1.9231562421814198e-49
ENSMUSG00000103252.1,10367.2926778291,2.15533818649671,0.14256897567651003,15.1178626083923,1.2348603812827498e-51,3.0362820777988107e-49
ENSMUSG00000020801.8,5629.14480083522,2.42702101948718,0.160805380865544,15.092909244849901,1.80313330738591e-51,4.3683556038052195e-49
ENSMUSG00000037369.17,11709.482920513401,2.54971459184854,0.168967427425036,15.089976989676002,1.88508039399691e-51,4.50069774068191e-49
ENSMUSG00000087040.1,2385.1493589768697,2.93373023464361,0.195742702909099,14.987686340501803,8.837864331957279e-51,2.0799282429237697e-48
ENSMUSG00000078887.10,20495.749865466,2.23644204700633,0.14947314498419598,14.9621662623261,1.2973331957793e-50,3.01017846017862e-48
ENSMUSG00000084345.3,9043.515452000642,2.25796345582304,0.151615399155648,14.892705281902302,3.6758981089855295e-50,8.4106590899205e-48
ENSMUSG00000090467.3,5976.83603291402,2.27097553313984,0.15273385498793698,14.8688418381059,5.25139347579965e-50,1.1690737313557196e-47
ENSMUSG00000102683.1,5224.09361110595,2.2110817465145,0.15071206145823499,14.670901088611501,9.902126226094018e-49,2.11854061621653e-46
ENSMUSG00000104665.1,30009.8661932608,1.99043449141541,0.136206184410365,14.613392923617802,2.3073488617023797e-48,4.8732391214980795e-46
ENSMUSG00000019863.7,12363.3804188027,2.01933612308571,0.138553029542719,14.5744638695403,4.08315518138899e-48,8.514670690911669e-46
ENSMUSG00000114937.1,26839.755173650097,1.94077362794184,0.133637495440037,14.5226728587761,8.70486515926788e-48,1.7704191189355398e-45
ENSMUSG00000112355.1,5091.07170583993,2.4913738907990397,0.171546566928685,14.523018066777999,8.661129409249099e-48,1.7704191189355398e-45
ENSMUSG00000095614.1,17062.3067693461,2.0236308129506,0.14226831868623802,14.2240439167174,6.49864399541029e-46,1.25951366094575e-43
ENSMUSG00000031513.8,1469.40127137887,2.73699008222444,0.196558181109488,13.924579820464801,4.49175254257787e-44,8.221903487380869e-42
ENSMUSG00000051335.6,28195.9020687843,1.8828589756621499,0.135234394611017,13.9229297478495,4.596685355794309e-44,8.321515884764329e-42
ENSMUSG00000040276.15,9706.42622857385,2.46724150860783,0.17754065036594802,13.896769576558,6.626529790773341e-44,1.1738220620774198e-41
ENSMUSG00000086743.2,11525.544933393201,2.29488934002619,0.165202687818032,13.8913559478764,7.1469397194845e-44,1.25253920147647e-41
ENSMUSG00000082609.1,68292.8811851829,1.8515224578607101,0.133710595597592,13.847238130872901,1.3219805075753698e-43,2.2685736335204895e-41
ENSMUSG00000108677.1,9097.766978497091,1.9725713453431202,0.14244780046066102,13.8476785107529,1.31390205247954e-43,2.2685736335204895e-41
ENSMUSG00000035506.16,575.49459283798,4.658323234337611,0.33655632353653697,13.8411401259317,1.4390582743192498e-43,2.44402536197271e-41
ENSMUSG00000086935.1,1314.44332713205,2.86689815569187,0.20798039664701998,13.7844633528491,3.1610847322364394e-43,5.260172715036671e-41
ENSMUSG00000108024.1,13578.8867862984,1.9283020307396699,0.13998043033760998,13.7755115203527,3.5783948524145393e-43,5.895047679867711e-41
ENSMUSG00000028910.12,15851.7302273601,1.8985933282718401,0.13799728225004002,13.7581936203043,4.5474758282831095e-43,7.344619293640779e-41
ENSMUSG00000010095.13,2449.67301903285,2.4127508674525697,0.176032480398852,13.7062822837341,9.31077498462045e-43,1.4891816222974498e-40
ENSMUSG00000031775.5,28776.0613056384,1.9959601687121102,0.146100228363199,13.661581443598099,1.72202885481152e-42,2.72775993790049e-40
ENSMUSG00000070732.2,7891.5145362394405,2.07732805840313,0.153008282360164,13.5765726296655,5.514721206549269e-42,8.65233496730406e-40
ENSMUSG00000104012.1,6223.5107045021705,2.00277034450056,0.148150812198712,13.5184567318759,1.21702122308803e-41,1.8914346819954897e-39
ENSMUSG00000078876.10,4698.03367345498,2.04529080102433,0.152499387275254,13.411796844355099,5.157393588099001e-41,7.94045812806944e-39
ENSMUSG00000062203.15,5152.69471549754,2.09972789162713,0.157826325023867,13.3040409533049,2.19288837602037e-40,3.2841493733236e-38
ENSMUSG00000069376.2,5430.54164495599,2.16970711860958,0.16399308684341,13.230479164535401,5.85131423876407e-40,8.53049121853091e-38
ENSMUSG00000116127.1,3170.5581086138,2.1668015576270903,0.16382144033127802,13.226605462907699,6.160754736676779e-40,8.902831011580109e-38
ENSMUSG00000098412.1,1767.89101887143,2.45509540055499,0.18699356445563503,13.1293042501336,2.23702345728633e-39,3.1498055072936e-37
ENSMUSG00000078502.10,1317.10419430737,2.7042099309946503,0.20602135854453102,13.1258717547489,2.3407352176628396e-39,3.2421993155952196e-37
ENSMUSG00000089260.1,14240.558492016899,1.8393260476621203,0.140959763246397,13.048589223628198,6.47350407799251e-39,8.81359555213625e-37
ENSMUSG00000088982.1,7770.289601930691,1.8957493191555401,0.145350030251884,13.042648259999002,6.9983282221503e-39,9.37320805948814e-37
ENSMUSG00000045180.13,816.6404124687319,3.15281069094659,0.243690884882758,12.937745670969301,2.7559826615230897e-38,3.66145631983318e-36
ENSMUSG00000089049.1,9536.26145061785,1.85886620703423,0.14374957952001002,12.9312810043766,2.99782004913827e-38,3.9508869991602994e-36
ENSMUSG00000111610.1,1837.9216289466,2.4075427576904302,0.186261403696774,12.9256126599895,3.22715713952305e-38,4.21937989813513e-36
ENSMUSG00000104968.1,3665.4869194454295,2.04758817365892,0.15853940896725902,12.9153261450708,3.6887774357985297e-38,4.7849542895547196e-36
ENSMUSG00000022092.11,7827.44015973527,1.95937187218804,0.151942210988176,12.8955071763469,4.77113839006551e-38,6.140604206088999e-36
ENSMUSG00000026779.6,13019.0990192305,1.84757927919576,0.143410603059125,12.883142806630799,5.600754770737461e-38,7.15246775915728e-36
ENSMUSG00000074259.10,15831.6709327524,1.87069246343988,0.145514469672422,12.855714401812598,7.98844049542009e-38,1.0045921276454199e-35
ENSMUSG00000111090.1,2865.9547288044,2.1269394121780603,0.16615984912252899,12.800561768743698,1.6276946371901197e-37,2.0161384551180397e-35
ENSMUSG00000113998.1,7235.8166148921,1.99664003515902,0.156075333580909,12.792796845915198,1.7988175019298e-37,2.21147160647698e-35
ENSMUSG00000085234.1,1814.09587624137,2.3937842767537405,0.18728469249557,12.781526588513698,2.07947408407508e-37,2.53757452304096e-35
ENSMUSG00000049928.15,14190.1170798196,1.9039201632823102,0.14909377806636498,12.769950483345001,2.41307926164431e-37,2.9230196879653197e-35
ENSMUSG00000105820.1,15087.393579001799,1.7808532588006698,0.139820833400163,12.736680332207198,3.69797723441445e-37,4.4145273159234594e-35
ENSMUSG00000078183.3,3764.9916395307105,2.72207561454973,0.21410805865166002,12.713559833721002,4.97185115611171e-37,5.89253783782621e-35
ENSMUSG00000063800.5,3531.28802967464,2.12672364848875,0.16766063112728302,12.684693086203499,7.189491808499978e-37,8.399977876115509e-35
ENSMUSG00000062064.6,1852.9860329675303,2.3238681089280497,0.18380553248448397,12.643080311656101,1.22172164017171e-36,1.41736917606964e-34
ENSMUSG00000045100.11,591.6727863136609,3.7306606769551003,0.296879551972468,12.566243286775999,3.23745415683303e-36,3.72963774682988e-34
ENSMUSG00000110989.1,6796.25708430355,2.03146604057654,0.161734246957284,12.5605187447596,3.4804337384389996e-36,3.98171287548918e-34
ENSMUSG00000093402.1,1597.9696751220301,2.3888689431001002,0.190966726640257,12.5093464454687,6.636802146070058e-36,7.54032265892125e-34
ENSMUSG00000038009.7,3238.30723953276,2.0853037706899302,0.167210102403438,12.471158983316698,1.0725463530345199e-35,1.21021428903361e-33
ENSMUSG00000080753.1,6111.574202353149,1.83052413748609,0.14732742064607401,12.424870600861,1.9153609349477e-35,2.1320037866438197e-33
ENSMUSG00000084622.1,1624.04074996769,2.3789926223602302,0.19154911636022698,12.419752529091802,2.04192133711121e-35,2.2576249736624197e-33
ENSMUSG00000036202.16,5251.98086724932,2.32999588249208,0.18763636550492202,12.417613591172302,2.0972439115616697e-35,2.3033330799378e-33
ENSMUSG00000027890.17,4755.2526694965,1.92745352430144,0.156023841307703,12.353583325129199,4.6589107044563093e-35,5.04940098323772e-33
ENSMUSG00000061330.8,15466.4386698601,1.84772658817276,0.14983445834584602,12.331786750333901,6.10771922144419e-35,6.57637689242298e-33
ENSMUSG00000109379.1,797.800467725654,2.98648277334052,0.242412343586827,12.319846131394801,7.0829301910516e-35,7.52801238499252e-33
ENSMUSG00000090624.1,12372.7273741983,1.7181020169324699,0.139801775189897,12.289557944444699,1.03068098769481e-34,1.0884255507233499e-32
ENSMUSG00000114677.1,723.2544173560159,3.1898135023396,0.25963936156334,12.2855544056691,1.08300012717382e-34,1.1363913436344898e-32
ENSMUSG00000097086.1,2147.0317608592604,2.48780735101542,0.20279214663433898,12.267769695743,1.34918675036079e-34,1.40674066616732e-32
ENSMUSG00000101519.1,960.390540048318,3.4213361690223905,0.279133192786033,12.257002239232,1.54095675148419e-34,1.59658625936796e-32
ENSMUSG00000056673.14,925.804375145937,3.16208689469657,0.258547094664336,12.2302163124355,2.14367018763627e-34,2.1934672466534096e-32
ENSMUSG00000107149.1,2493.16983212978,2.3439656703895397,0.191836517227139,12.218558303027502,2.4743376277606797e-34,2.51618753578577e-32
ENSMUSG00000024777.10,5146.86532908453,1.87251107027351,0.153389011182581,12.207595940785101,2.8313194847806498e-34,2.8615433860292297e-32
ENSMUSG00000095551.1,4844.052354899771,2.2954983168776097,0.188269771571775,12.192601593519699,3.4037862634556095e-34,3.4191448112297403e-32
ENSMUSG00000108015.3,70669.7009773859,1.65542518518175,0.136364504989425,12.1397073623383,6.5058294409989e-34,6.41778647970155e-32
ENSMUSG00000079383.9,7676.26203927167,1.74619027788128,0.14390082475938099,12.1346787330866,6.91809836145925e-34,6.78385430992141e-32
ENSMUSG00000044086.8,10003.753005743101,1.70978247575526,0.14120578179697,12.1084452350091,9.52831221846059e-34,9.288131093900579e-32
ENSMUSG00000105590.1,16569.2411231815,1.74593928433206,0.144646650986069,12.0703747541325,1.5144306348577e-33,1.4589900747746e-31
ENSMUSG00000050063.18,13835.877716411002,1.6679513084612398,0.138215316336395,12.067774778315401,1.5630380818363097e-33,1.4970633348936902e-31
ENSMUSG00000087088.2,7954.0682521339695,1.73601686619227,0.144462090213309,12.017110257984701,2.88899023477372e-33,2.70416051861718e-31
ENSMUSG00000030330.15,4822.60323534305,1.8214166301391899,0.151810077212737,11.9979955453601,3.6400539484504796e-33,3.3879236580097794e-31
ENSMUSG00000081272.1,22288.871088944,2.11798401743444,0.176714014873989,11.985376592483199,4.2391347548447706e-33,3.9014249134811597e-31
ENSMUSG00000086806.1,1357.30497370334,2.57793170913103,0.21525877372024202,11.9759657856335,4.748752161547299e-33,4.3461635060739e-31
ENSMUSG00000105071.1,1609.4527762741,2.39204480883775,0.20025205574713897,11.9451698006947,6.880968004800419e-33,6.262821376302879e-31
ENSMUSG00000022951.16,10447.3203669325,2.001456651062,0.1676948645389,11.935109978264899,7.765618641138799e-33,7.029164917259369e-31
ENSMUSG00000020007.4,15594.3660340752,1.8950057344573301,0.159113684010226,11.9097596554646,1.0528028170419098e-32,9.477526561720439e-31
ENSMUSG00000106430.1,1149.94531926138,3.3265642999100398,0.27967150913572403,11.894541243011197,1.2634536625506796e-32,1.12508841280324e-30
ENSMUSG00000049028.8,1968.8198975177697,2.14881747122607,0.180868019456112,11.880582745848502,1.49322711178429e-32,1.31547718927992e-30
ENSMUSG00000028329.13,820.967858885249,3.1008469904049503,0.261361449989755,11.8642094713145,1.81609723465057e-32,1.58298337797003e-30
ENSMUSG00000114529.1,467.974351633413,3.7296113302117,0.31451503624725896,11.8582926104672,1.94909113967424e-32,1.68996460184176e-30
ENSMUSG00000102169.1,421.082457181357,4.4588573233785,0.3765348651568621,11.8418179456528,2.3725373648812498e-32,2.025138888552e-30
ENSMUSG00000113611.1,3938.54960808644,1.8953930340528402,0.16061101325894,11.8011398819647,3.85059751110041e-32,3.2698321339107296e-30
ENSMUSG00000040848.11,6594.29595251571,1.70647284623548,0.14666551967624403,11.635133124693699,2.73163614084495e-31,2.2727764537515e-29
ENSMUSG00000091548.2,633.849179040932,3.06279930712779,0.263514191278487,11.622900809508801,3.15247360973754e-31,2.60974121843298e-29
ENSMUSG00000103808.1,3516.4906158690997,1.93545246831117,0.166696316867986,11.610649261338699,3.6384234098595793e-31,2.99696936270133e-29
ENSMUSG00000056211.13,3375.4252848775604,1.95474197847564,0.16839197703972902,11.6082845087949,3.7404456068382e-31,3.06567666303743e-29
ENSMUSG00000110658.1,5243.180609056079,1.7487794659915101,0.15111530885715801,11.572483815286699,5.68137345090062e-31,4.633413179709739e-29
ENSMUSG00000107373.1,10493.9569568722,1.78752084803473,0.15454281283503798,11.566509080838099,6.091087612331349e-31,4.94308262687422e-29
ENSMUSG00000020334.6,4566.66069610073,1.76928991371708,0.153061053618498,11.5593736740308,6.61897904638149e-31,5.345150039710229e-29
ENSMUSG00000042453.14,642.437359763725,3.0267724994698,0.261917751666007,11.5561945695437,6.868567907362209e-31,5.49285377213034e-29
ENSMUSG00000100351.1,683.7317784558979,3.3842433567734105,0.29299997723232396,11.550319521322,7.354649811993119e-31,5.85316429965095e-29
ENSMUSG00000066107.6,1511.6830991946201,2.39725970007632,0.20764535963780803,11.544971215623699,7.826767033196309e-31,6.19895000504211e-29
ENSMUSG00000104527.1,1215.59602344513,2.60056222504459,0.226149040154186,11.4993290410234,1.32944842689613e-30,1.03308176342863e-28
ENSMUSG00000092558.3,17065.896864293998,1.64663071006896,0.143413013404126,11.4817384488595,1.62970326524718e-30,1.2573236626678e-28
ENSMUSG00000034738.8,2540.6398914953697,1.9524412405126297,0.17011200364930498,11.47738665484,1.71382581149388e-30,1.3071095564143602e-28
ENSMUSG00000103293.1,1872.50705963094,2.10733904213326,0.183705006680526,11.471320679887901,1.83832024349164e-30,1.3955985111189497e-28
ENSMUSG00000066902.7,4307.33967795581,1.9496052648154598,0.170377409198055,11.4428624897632,2.5532007000335298e-30,1.92061316586084e-28
ENSMUSG00000109051.1,1666.94639219219,2.14203124082875,0.18773553972766802,11.4098334494151,3.73443669189049e-30,2.7964140937365495e-28
ENSMUSG00000102839.1,10020.8163260491,1.67095995640345,0.146456708994543,11.409241460326,3.7599378478154496e-30,2.80220794158182e-28
ENSMUSG00000091472.2,6777.964069165229,1.70745802652883,0.14966062371059802,11.408866167967998,3.77619377826372e-30,2.80220794158182e-28
ENSMUSG00000028572.13,7884.679334085991,1.90745488944267,0.16730594565526002,11.400998822678199,4.13349256202693e-30,3.05359446039604e-28
ENSMUSG00000095119.1,3477.82100296887,1.81911230922183,0.15959444923073599,11.398343225532999,4.26151674075607e-30,3.1341172672864098e-28
ENSMUSG00000089352.1,7516.8908894962,1.7498299518179898,0.153629890278303,11.3899056274019,4.6949793403053294e-30,3.43755954009733e-28
ENSMUSG00000038879.8,1714.23674206589,2.800277485026,0.246508282552562,11.359770373755698,6.63187241286815e-30,4.8342241650260995e-28
ENSMUSG00000032251.12,5025.71522218182,1.83810625548428,0.161892454679807,11.353872292070198,7.09494262838627e-30,5.126407230703309e-28
ENSMUSG00000085330.1,2614.58128166638,1.92863608004044,0.169967715217539,11.347073046031198,7.668698781601668e-30,5.492788857743739e-28
ENSMUSG00000103532.1,2161.84069132719,2.03012439469015,0.179086381721906,11.3360065414836,8.70257787187919e-30,6.20633194204925e-28
ENSMUSG00000068860.5,3274.52475191481,1.87751939569611,0.16579775699320498,11.324154377872901,9.9635719676869e-30,7.014524982721109e-28
ENSMUSG00000114638.1,671.71940356372,2.8829284044347103,0.255020631522305,11.304686947191401,1.2439700820883498e-29,8.6835437001371e-28
ENSMUSG00000079507.10,19631.5444667919,1.70595123636532,0.15100095457387802,11.2976188871089,1.34824152464409e-29,9.371700791977529e-28
ENSMUSG00000117637.1,10618.6603508923,1.63406922175946,0.144811300082935,11.2841278327286,1.57192938017769e-29,1.08806573987593e-27
ENSMUSG00000021318.15,11113.9850576539,1.6127626418696899,0.14302838077552402,11.275822554412,1.7275638636713297e-29,1.1907902548168e-27
ENSMUSG00000024193.8,5554.61486432099,1.8647894218721102,0.16567086287798902,11.255989070603599,2.1638481445530897e-29,1.47707566691429e-27
ENSMUSG00000003581.14,5469.78038341223,1.70607793120482,0.15157394025167,11.255747052376401,2.1697967184245397e-29,1.47707566691429e-27
ENSMUSG00000022584.14,297.05429732855,6.84133615764397,0.6095948952777099,11.222758278721,3.1528066512781896e-29,2.11997292951661e-27
ENSMUSG00000032525.15,289.46076480483697,5.20522891672638,0.464682358411246,11.201692559457399,4.0001693606076797e-29,2.67881260352239e-27
ENSMUSG00000087648.1,324.447336278992,4.156198120514549,0.372661313136279,11.1527490888078,6.94276489482416e-29,4.61189955150537e-27
ENSMUSG00000074155.2,48848.603484839805,1.53360328095707,0.137504916185624,11.1530796388893,6.91701500357701e-29,4.61189955150537e-27
ENSMUSG00000025732.6,6346.41672108808,1.64270945565573,0.147330755216765,11.1498067951857,7.17620146425024e-29,4.747821000885879e-27
ENSMUSG00000102220.1,16466.2538553826,1.51435186979752,0.136212207268844,11.1175929100732,1.0301385412798798e-28,6.78820093161788e-27
ENSMUSG00000015222.17,13285.8878728394,1.54722935367403,0.139222133253033,11.1133863382339,1.07985195759003e-28,7.087442688979329e-27
ENSMUSG00000112330.1,806.817569771138,2.73121126278894,0.24581406720597201,11.110882683945,1.1105625591867598e-28,7.2600823809693e-27
ENSMUSG00000029228.15,2640.21120198252,1.8685636553478402,0.169212405760797,11.042710769027698,2.37750394763234e-28,1.5359607856194198e-26
ENSMUSG00000104264.1,3470.58388265468,1.78166931109919,0.162268752204949,10.979743708443001,4.782787745392169e-28,3.04214846786064e-26
ENSMUSG00000112819.1,6034.635301742011,1.70642631910324,0.15569527977196498,10.960038875953801,5.9473815007719995e-28,3.76835241706608e-26
ENSMUSG00000030339.7,11169.2295222401,1.52517679029035,0.13953858302789998,10.9301438870524,8.27171596099474e-28,5.22100569890526e-26
ENSMUSG00000108668.1,10038.7957987818,1.64785036273402,0.15079111752179503,10.9280333604255,8.466338437449638e-28,5.323452649562799e-26
ENSMUSG00000087093.2,18381.3238737046,1.5750881047270802,0.144741934875957,10.882044005263,1.4037930136933599e-27,8.661455471005419e-26
ENSMUSG00000084216.1,1318.40223689105,2.18839110293806,0.20123883488799,10.874596367824,1.5232849805313098e-27,9.328846382629301e-26
ENSMUSG00000115333.1,8907.50446250253,1.8204898765038702,0.16758423717724402,10.8631331154281,1.72719595317814e-27,1.05384541232062e-25
ENSMUSG00000035378.17,3874.2471800511894,1.7899759104343602,0.16494446970315196,10.8519910589046,1.9512775574338896e-27,1.18617514690649e-25
ENSMUSG00000082318.3,6345.5847097141,1.5943497763173702,0.14713371091312302,10.836060386316,2.3225878756699e-27,1.40154991442439e-25
ENSMUSG00000021671.9,3825.94271032074,1.89097799596908,0.17496754007759602,10.807593197746598,3.1687475964203e-27,1.90518058041708e-25
ENSMUSG00000110631.1,227.126868279393,5.78329532620067,0.5387842200067561,10.7339731036075,7.04983795239254e-27,4.17766296502571e-25
ENSMUSG00000042997.13,1862.2868928153,1.98626044650074,0.18530584342684,10.7188225140074,8.30539074732731e-27,4.88653597040965e-25
ENSMUSG00000112437.1,33758.1645057814,1.52748430450435,0.142578112185053,10.7133155369726,8.81472177645684e-27,5.14942292714007e-25
ENSMUSG00000107961.1,3241.26385808224,1.7820079620876201,0.166332045332974,10.7135576822871,8.79168879460777e-27,5.14942292714007e-25
ENSMUSG00000104828.1,1756.97082167572,2.1743412790231003,0.20337383211490098,10.6913522571314,1.11729920308352e-26,6.481122208309129e-25
ENSMUSG00000086682.1,83479.6637445384,1.7510784941142903,0.164083716066177,10.6718602923892,1.37838701677413e-26,7.96756060152177e-25
ENSMUSG00000117753.1,1779.8619401122303,2.21481218641248,0.20761391258913603,10.6679372243976,1.43782881606445e-26,8.282095075470509e-25
ENSMUSG00000042115.4,6524.6913921879695,1.5547461818822501,0.14604334234511301,10.645786085943302,1.82437838401067e-26,1.04720590586034e-24
ENSMUSG00000028096.13,7709.6767751813095,1.5315669914738999,0.143921001504892,10.6417199398229,1.9057848717637098e-26,1.09013541588317e-24
ENSMUSG00000110484.1,5269.058345995671,1.66483609003869,0.156750631064239,10.6209211327284,2.3819891285898097e-26,1.3578162250653502e-24
ENSMUSG00000042641.19,16715.3017718265,1.63864874491133,0.15464473595204,10.5962141861687,3.1028794105583996e-26,1.7626494968806598e-24
ENSMUSG00000102784.1,7454.3529880427195,2.0224604620191897,0.19118122169390303,10.578761052470501,3.73869136469109e-26,2.1165361354612e-24
ENSMUSG00000097308.1,3338.88167043974,1.71557123502651,0.16225260309677403,10.573458929366302,3.95628014817107e-26,2.2320465466085697e-24
ENSMUSG00000017176.17,8198.605772022709,1.5079547827584698,0.142807574033956,10.5593473802721,4.5984768905149697e-26,2.57671116647427e-24
ENSMUSG00000048621.3,7041.224533459391,1.5343761266557399,0.14534694484552899,10.556645193240499,4.73274966163042e-26,2.6429599296847296e-24
ENSMUSG00000065559.1,5833.47612721275,1.6168773253378401,0.153426747204707,10.538431888805901,5.74487950515599e-26,3.1758773479174396e-24
ENSMUSG00000021486.7,8825.833764747491,1.57439229768379,0.150036850690792,10.4933707314906,9.266247204854249e-26,5.0715002143777e-24
ENSMUSG00000115431.1,15763.2725951278,1.52327310801158,0.145378637065792,10.4779707579884,1.09058638208913e-25,5.94911260216433e-24
ENSMUSG00000074913.3,2127.8074746643697,1.8514643719584598,0.17686081924551997,10.4684823911634,1.2056025504598598e-25,6.554817299100929e-24
ENSMUSG00000092536.2,5610.46588367822,1.65252246902773,0.157927893969887,10.463778294560301,1.26700364222015e-25,6.865992763794299e-24
