name,EV_0hr_dox_rep1,EV_0hr_dox_rep2,EV_2hr_dox_rep1,EV_2hr_dox_rep2,EV_6hr_dox_rep1,EV_6hr_dox_rep2,EV_12hr_dox_rep1,EV_12hr_dox_rep2
ENSMUSG00000085151,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000112289,0.0,0.0,0.0,0.0,0.0,2.9823721464,0.0,0.0
ENSMUSG00000097616,92.68511173030001,134.53015841479998,83.2783724202,60.1342594037,150.6149270475,97.42415678200001,100.2469163472,118.97168904280001
ENSMUSG00000097047,15.945825674000002,20.9269135312,11.896910345699999,12.8154979057,12.966848024,22.8648531223,16.8732433456,24.994052319899996
ENSMUSG00000103520,119.59369255520001,106.6276070399,67.4158252925,88.72267780870001,85.7806869277,102.394777026,112.1574410617,88.9788262589
ENSMUSG00000099139,0.0,0.0,0.0,0.0,0.0,0.0,0.9925437262000001,0.0
ENSMUSG00000037971,363.7641481887,353.7644906464,292.465712666,303.6287196121,340.13039816689997,385.7201309327,343.4201292686,484.8846150062
ENSMUSG00000099098,13.9525974648,8.9686772277,2.9742275864,4.929037656,11.969398175999999,9.941240488,11.910524714500001,15.996193484700001
ENSMUSG00000092203,7260.3337522046995,6167.4603735509,6102.123598167,6655.1866431867,7655.4275833755,6361.3997882433,7499.6603952407995,8416.997059252
ENSMUSG00000063236,961.7326109647,1145.001126064,1051.8851564021002,957.2191128032001,1034.3554923727002,985.1769323565,921.0805779225999,1160.7237897364998
ENSMUSG00000085457,61.7900744868,73.74245720520001,66.42441609699999,67.0349121222,73.8112887518,68.5945593669,72.4556920133,81.9804916093
ENSMUSG00000040591,1159.0622036807001,1136.0324488363,855.5861356975,938.4887697102,1115.1489300603998,1238.6785647994,1057.0590684134,1180.7190315924001
ENSMUSG00000035171,777.3590016086999,935.731990752,871.4486828252001,798.5041002787,801.9496777894,924.53536538,828.7740113850999,847.7982546913
ENSMUSG00000032551,459.4391022329,437.4721447712,418.37468049169996,417.9823932323,412.9442370707,387.70837903029997,456.5701140565,556.8674856875
ENSMUSG00000078570,993.6242623127,840.0661003237,1019.1686529514,817.2344433716,742.1026869096,786.3521225974,721.5792889544999,746.8222833188
ENSMUSG00000111857,4.9830705231,34.8781892187,8.922682759299999,5.9148451872,7.979598783999999,13.9177366831,3.9701749048000003,5.998572556799999
ENSMUSG00000043687,10.9627551509,7.972157535700001,18.836774714100002,10.8438828433,1.9948996959999998,3.9764961951999998,6.947806083500001,3.9990483712000002
ENSMUSG00000063320,122.58353486909999,156.453591638,94.18387357040001,82.8078326215,139.6429787196,134.2067465874,91.31402281129999,158.9621727546
ENSMUSG00000087684,14.949211569400001,21.9234332232,15.8625471276,6.9006527185,24.936246199899998,41.7532100494,16.8732433456,25.9938144127
ENSMUSG00000097290,151.4853439032,113.60324488360001,124.9175586302,124.2117489322,165.5766747675,140.1714908802,169.72497718190002,184.9559871673
ENSMUSG00000112545,47.8374770221,45.8399058302,16.8539563231,19.7161506242,40.8954437679,18.888356927100002,42.679380226999996,49.98810463979999
ENSMUSG00000033688,0.9966141045999999,3.9860787677999996,8.922682759299999,0.0,2.9923495439999996,10.9353645368,1.9850874524000002,9.997620928
ENSMUSG00000096221,67.7697591146,102.64152827209999,87.24400920209999,53.2336066852,57.8520911838,86.4887922452,85.35876045399999,147.9647897339
ENSMUSG00000097595,1.9932282093,6.9756378437,5.948455172899999,9.8580753121,4.98724924,5.9647442928,11.910524714500001,0.9997620928000001
ENSMUSG00000098912,68.7663732192,71.7494178212,115.9948758709,73.93556484060001,70.8189392078,83.5064200988,99.254372621,55.9866771966
ENSMUSG00000104888,8.9695269416,6.9756378437,11.896910345699999,12.8154979057,0.0,1.9882480975999999,3.9701749048000003,0.0
ENSMUSG00000072694,169.4243977865,73.74245720520001,128.88319541209998,121.25432633860001,124.68123099959999,137.1891187338,170.7175209081,123.9704995067
ENSMUSG00000098702,163.4447131588,194.3213399325,172.5052000132,172.5163179614,181.5358723354,169.0010882953,229.2776007545,243.9419506423
ENSMUSG00000097383,10.9627551509,0.0,1.982818391,17.7445355617,14.96174772,8.9471164392,14.888155893099999,16.9959555775
ENSMUSG00000117718,11.9593692555,20.9269135312,1.982818391,3.9432301248000003,1.9948996959999998,1.9882480975999999,14.888155893099999,4.998810464
ENSMUSG00000043747,1.9932282093,3.9860787677999996,11.896910345699999,0.9858075312000001,11.969398175999999,0.0,19.8508745242,25.9938144127
ENSMUSG00000117232,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000035595,519.2359485105001,363.729687566,440.1856827922,331.231330486,384.01819147879996,394.66724737190003,502.2271254621,445.8938933871
ENSMUSG00000101585,1.9932282093,0.0,0.0,1.9716150624000002,2.9923495439999996,0.0,0.0,0.0
ENSMUSG00000050088,1818.8207409435001,1815.6588787542,1944.1534323323,1893.736267451,1928.0705561778,1704.9227436845001,1995.0128896816,1958.5339397879002
ENSMUSG00000054676,552.1242139630999,645.7447603912,578.9829701591001,696.9659245642,555.5795653342,759.5107732799,599.4964106307,648.8455982248
ENSMUSG00000102505,0.0,0.0,2.9742275864,0.0,0.9974498479999999,0.0,0.0,0.0
ENSMUSG00000099429,0.0,0.0,0.0,5.9148451872,0.0,0.0,0.0,0.0
ENSMUSG00000097048,465.4187868606,405.58351462839994,450.09977474699997,351.93328864129995,450.8473312946,385.7201309327,537.9586996057,453.89199012949996
ENSMUSG00000117315,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000104986,15.945825674000002,14.9477953794,3.9656367819,6.9006527185,9.97449848,11.9294885855,11.910524714500001,11.997145113599998
ENSMUSG00000085114,0.0,0.0,0.0,6.9006527185,0.0,0.0,0.0,0.0
ENSMUSG00000110340,0.0,6.9756378437,0.9914091955,0.0,9.97449848,0.0,0.0,0.0
ENSMUSG00000057818,1.9932282093,0.0,0.0,1.9716150624000002,0.0,0.0,0.0,1.9995241856000001
ENSMUSG00000047150,0.9966141045999999,6.9756378437,0.0,3.9432301248000003,1.9948996959999998,3.9764961951999998,6.947806083500001,1.9995241856000001
ENSMUSG00000099419,0.0,0.0,0.0,0.0,0.0,0.9941240487999999,0.0,0.0
ENSMUSG00000085984,25.9119667203,12.9547559955,7.9312735638,10.8438828433,1.9948996959999998,3.9764961951999998,0.0,16.9959555775
ENSMUSG00000103746,25.9119667203,40.8573073704,17.845365518599998,18.730343093,14.96174772,6.9588683416,9.9254372621,27.9933385983
ENSMUSG00000095040,4.9830705231,0.0,3.9656367819,1.9716150624000002,4.98724924,0.0,8.9328935359,5.998572556799999
ENSMUSG00000101963,0.0,0.0,0.0,3.9432301248000003,0.0,1.9882480975999999,0.0,0.0
ENSMUSG00000056508,24.9153526157,22.9199529151,32.7165034508,25.6309958114,25.9336960479,29.8237214639,9.9254372621,9.997620928
ENSMUSG00000118314,2.9898423138999997,3.9860787677999996,13.8797287367,9.8580753121,3.9897993919999997,6.9588683416,12.903068440699998,19.995241855899998
ENSMUSG00000075511,15.945825674000002,21.9234332232,14.8711379322,19.7161506242,27.928595743899997,22.8648531223,42.679380226999996,23.9942902271
ENSMUSG00000021534,0.0,0.0,1.982818391,0.0,1.9948996959999998,0.9941240487999999,3.9701749048000003,1.9995241856000001
ENSMUSG00000044320,29.898423138800002,29.8955907589,28.7508666689,16.7587280305,21.9438966559,30.8178455127,10.9179809883,32.9921490623
ENSMUSG00000018543,4.9830705231,13.9512756875,0.0,7.886460249700001,6.982148936000001,4.970620244,9.9254372621,10.9973830208
ENSMUSG00000030030,32.8882654527,94.6693707364,45.604822991999995,51.2619916228,72.8138389038,71.5769315133,77.4184106444,67.9838223101
ENSMUSG00000038523,30.8950372434,51.819023982,45.604822991999995,52.247799154,14.96174772,15.905984780699999,12.903068440699998,32.9921490623
ENSMUSG00000087621,9.9661410463,0.0,7.9312735638,0.0,0.9974498479999999,1.9882480975999999,0.0,0.9997620928000001
ENSMUSG00000085389,1.9932282093,0.0,0.0,1.9716150624000002,0.0,3.9764961951999998,0.0,1.9995241856000001
ENSMUSG00000102463,1.9932282093,1.9930393838999998,5.948455172899999,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102000,0.0,3.9860787677999996,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000034764,15.945825674000002,16.9408347633,19.8281839096,0.0,16.9566474159,20.8766050247,23.821049429000002,18.9954797631
ENSMUSG00000116556,0.0,0.0,0.0,0.0,1.9948996959999998,0.9941240487999999,0.0,0.0
ENSMUSG00000086330,48.8340911267,40.8573073704,37.673549428200005,74.9213723718,46.8801428558,46.7238302934,71.4631482871,54.9869151038
ENSMUSG00000026831,0.0,0.0,0.0,1.9716150624000002,0.0,1.9882480975999999,0.0,1.9995241856000001
ENSMUSG00000097318,32.8882654527,61.7842209016,26.7680482779,43.3755313732,26.931145895900002,36.7825898054,17.8657870718,21.9947660415
ENSMUSG00000103452,5.979684627799999,6.9756378437,0.0,0.0,14.96174772,12.923612634300001,0.0,20.9950039487
ENSMUSG00000104872,5.979684627799999,3.9860787677999996,5.948455172899999,7.886460249700001,2.9923495439999996,0.9941240487999999,1.9850874524000002,4.998810464
ENSMUSG00000101225,63.783302696099994,89.6867722766,98.1495103523,81.8220250903,66.8291398158,74.5593036597,40.6942927746,67.9838223101
ENSMUSG00000008028,1.9932282093,6.9756378437,1.982818391,6.9006527185,2.9923495439999996,3.9764961951999998,0.0,8.9978588352
ENSMUSG00000028287,0.0,0.0,1.982818391,6.9006527185,0.0,0.0,0.0,0.0
ENSMUSG00000057047,0.0,0.0,0.0,0.0,0.0,0.0,2.9776311786000003,0.0
ENSMUSG00000099958,3.9864564185000004,0.0,0.0,0.0,0.0,0.0,0.0,7.9980967424000005
ENSMUSG00000115752,0.0,0.996519692,1.982818391,0.0,0.0,1.9882480975999999,3.9701749048000003,1.9995241856000001
ENSMUSG00000067101,1.9932282093,0.0,0.0,0.0,0.0,0.0,6.947806083500001,0.0
ENSMUSG00000100010,0.0,0.0,0.0,0.9858075312000001,1.9948996959999998,0.9941240487999999,0.0,0.0
ENSMUSG00000023873,129.5598336015,136.5231977988,145.73715173530002,158.7150125245,134.65572947959998,85.4946681964,127.04559695479999,120.9712132284
ENSMUSG00000100314,0.0,1.9930393838999998,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000085102,0.0,0.996519692,0.0,0.0,2.9923495439999996,2.9823721464,0.0,0.0
ENSMUSG00000030636,0.0,0.0,0.9914091955,0.0,0.0,0.0,0.0,0.9997620928000001
ENSMUSG00000108800,0.0,0.0,0.0,0.0,0.0,0.0,4.962718631,0.0
ENSMUSG00000108791,0.9966141045999999,0.0,0.0,0.0,1.9948996959999998,0.9941240487999999,0.0,0.0
ENSMUSG00000031682,0.0,0.0,0.0,0.0,0.0,1.9882480975999999,0.0,0.0
ENSMUSG00000085470,0.0,0.0,0.0,1.9716150624000002,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000110424,168.4277836819,144.49535533440002,107.0721931116,68.02071965340001,110.7169331276,131.224374441,166.7473460032,133.96812043469998
ENSMUSG00000102069,0.0,1.9930393838999998,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000027886,0.0,2.9895590759,1.982818391,0.0,4.98724924,0.0,0.0,1.9995241856000001
ENSMUSG00000054727,7.972912837000001,1.9930393838999998,3.9656367819,1.9716150624000002,6.982148936000001,3.9764961951999998,6.947806083500001,7.9980967424000005
ENSMUSG00000106586,1.9932282093,1.9930393838999998,4.9570459774,1.9716150624000002,4.98724924,7.9529923903999995,4.962718631,0.0
ENSMUSG00000051054,1.9932282093,1.9930393838999998,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000113696,0.0,8.9686772277,0.0,1.9716150624000002,0.0,0.0,0.0,0.0
ENSMUSG00000079666,0.0,1.9930393838999998,0.0,1.9716150624000002,1.9948996959999998,0.9941240487999999,0.0,0.0
ENSMUSG00000094445,0.0,0.0,0.0,0.0,0.0,1.9882480975999999,0.0,1.9995241856000001
ENSMUSG00000110335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9995241856000001
ENSMUSG00000097671,0.9966141045999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102737,2.9898423138999997,11.9582363035,5.948455172899999,0.9858075312000001,0.0,3.9764961951999998,7.940349809700001,3.9990483712000002
ENSMUSG00000108979,1.9932282093,0.0,0.9914091955,1.9716150624000002,1.9948996959999998,0.9941240487999999,1.9850874524000002,3.9990483712000002
ENSMUSG00000015962,1.9932282093,10.9617166116,1.982818391,0.0,1.9948996959999998,3.9764961951999998,1.9850874524000002,0.9997620928000001
ENSMUSG00000100625,0.9966141045999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000029320,0.0,0.996519692,0.0,1.9716150624000002,0.0,0.0,0.0,0.0
ENSMUSG00000111103,1.9932282093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000114563,0.0,0.0,0.0,0.0,0.0,0.0,2.9776311786000003,0.0
ENSMUSG00000085609,1.9932282093,0.0,0.9914091955,0.0,1.9948996959999998,0.0,0.0,3.9990483712000002
ENSMUSG00000032300,1400.2428170004,1222.729662037,1562.4608920732999,1450.1228784073,1504.1543707792002,1549.8393920724,1566.233999959,1373.6731155021
ENSMUSG00000056912,3.9864564185000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000038408,158.4616426356,104.634567656,115.9948758709,56.191029278900004,120.69143160760001,110.3477694163,159.7995399198,166.960269497
ENSMUSG00000107368,0.0,2.9895590759,0.0,0.9858075312000001,0.0,0.0,1.9850874524000002,1.9995241856000001
ENSMUSG00000100075,32.8882654527,45.8399058302,17.845365518599998,15.772920499300001,23.9387963519,25.847225268699997,6.947806083500001,26.993576505500002
ENSMUSG00000046145,0.0,0.0,0.0,0.0,0.0,0.9941240487999999,0.0,1.9995241856000001
ENSMUSG00000110709,0.0,3.9860787677999996,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000060715,1.9932282093,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000109102,0.0,0.0,1.982818391,0.0,0.0,0.0,0.0,0.9997620928000001
ENSMUSG00000113770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997620928000001
ENSMUSG00000043629,0.0,3.9860787677999996,0.0,1.9716150624000002,2.9923495439999996,3.9764961951999998,1.9850874524000002,0.0
ENSMUSG00000086202,0.0,0.0,1.982818391,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000111639,5.979684627799999,0.0,0.0,0.0,0.0,0.0,1.9850874524000002,0.0
ENSMUSG00000026931,0.0,0.0,0.0,0.0,0.0,5.9647442928,1.9850874524000002,0.0
ENSMUSG00000027409,3.9864564185000004,1.9930393838999998,0.0,0.0,0.0,0.0,0.0,0.9997620928000001
ENSMUSG00000100937,69.7629873239,30.8921104508,38.6649586236,49.2903765604,64.8342401198,47.7179543422,33.7464866911,48.988342546999995
ENSMUSG00000110052,0.9966141045999999,0.0,1.982818391,0.0,1.9948996959999998,0.0,8.9328935359,13.9966692991
ENSMUSG00000035085,15.945825674000002,2.9895590759,41.6391862101,31.545840998699997,6.982148936000001,17.8942328783,11.910524714500001,11.997145113599998
ENSMUSG00000050844,1.9932282093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000019797,531.195317766,586.9500985654,606.7424276325,556.9812551326,504.7096230864,477.1795434219,474.43590112830003,466.88889733589997
ENSMUSG00000086890,6.9762987324,2.9895590759,7.9312735638,2.9574225936,0.0,2.9823721464,2.9776311786000003,5.998572556799999
ENSMUSG00000087343,0.0,0.0,0.0,0.0,0.0,0.0,0.9925437262000001,0.0
ENSMUSG00000096796,0.0,0.0,0.0,0.0,0.0,0.0,1.9850874524000002,0.0
ENSMUSG00000112581,0.0,0.0,0.0,1.9716150624000002,0.0,3.9764961951999998,0.9925437262000001,0.0
ENSMUSG00000099360,0.0,6.9756378437,0.0,0.0,0.0,0.0,0.0,1.9995241856000001
ENSMUSG00000028451,3.9864564185000004,5.9791181518,5.948455172899999,5.9148451872,1.9948996959999998,9.941240488,1.9850874524000002,0.9997620928000001
ENSMUSG00000097523,22.9221244064,22.9199529151,42.6305954056,15.772920499300001,15.9591975679,12.923612634300001,7.940349809700001,12.996907206400001
ENSMUSG00000117050,40.8611782897,32.885149834699995,46.5962321875,39.4323012483,41.8928936159,33.8002176591,35.7315741436,19.995241855899998
ENSMUSG00000020940,3.9864564185000004,1.9930393838999998,11.896910345699999,1.9716150624000002,12.966848024,0.0,0.0,5.998572556799999
ENSMUSG00000089827,0.0,9.9651969196,5.948455172899999,1.9716150624000002,0.0,5.9647442928,3.9701749048000003,0.0
ENSMUSG00000052334,2.9898423138999997,1.9930393838999998,0.9914091955,5.9148451872,5.984699087999999,0.0,10.9179809883,5.998572556799999
ENSMUSG00000099994,0.0,0.0,0.0,0.0,0.0,0.0,0.9925437262000001,0.0
ENSMUSG00000113825,0.0,0.0,0.0,0.9858075312000001,0.0,0.0,0.0,0.0
ENSMUSG00000032666,1025.5159136608,943.7041482877,936.8816897267,868.4964349944,1145.0724255003,1008.0417854788001,968.7226767807001,902.7851697950999
ENSMUSG00000090200,2.9898423138999997,0.0,0.0,3.9432301248000003,0.0,0.0,1.9850874524000002,1.9995241856000001
ENSMUSG00000086379,0.0,2.9895590759,0.0,0.0,0.0,0.0,7.940349809700001,0.0
ENSMUSG00000097716,0.9966141045999999,3.9860787677999996,3.9656367819,0.0,1.9948996959999998,0.0,3.9701749048000003,5.998572556799999
ENSMUSG00000114681,3.9864564185000004,3.9860787677999996,3.9656367819,5.9148451872,6.982148936000001,5.9647442928,0.0,4.998810464
ENSMUSG00000084864,20.9288961972,17.9373544553,27.7594574734,20.7019581554,18.951547111900002,12.923612634300001,11.910524714500001,26.993576505500002
ENSMUSG00000101968,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000111422,1.9932282093,1.9930393838999998,0.0,8.8722677809,0.0,1.9882480975999999,2.9776311786000003,0.0
ENSMUSG00000097321,4.9830705231,18.9338741473,16.8539563231,5.9148451872,16.9566474159,4.970620244,10.9179809883,23.9942902271
ENSMUSG00000056821,0.0,1.9930393838999998,0.0,0.0,0.0,1.9882480975999999,0.0,0.0
ENSMUSG00000038782,32.8882654527,14.9477953794,18.836774714100002,24.6451882802,7.979598783999999,6.9588683416,15.880699619400001,21.9947660415
ENSMUSG00000089798,17.939053883299998,3.9860787677999996,9.9140919548,0.0,2.9923495439999996,11.9294885855,1.9850874524000002,8.9978588352
ENSMUSG00000078635,1.9932282093,0.0,9.9140919548,8.8722677809,0.0,16.9001088295,2.9776311786000003,1.9995241856000001
ENSMUSG00000031452,0.9966141045999999,5.9791181518,0.0,0.9858075312000001,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000044916,62.786688591499995,29.8955907589,20.819593105,10.8438828433,30.9209452879,23.8589771711,12.903068440699998,33.991911155100006
ENSMUSG00000071103,86.7054271025,92.6763313524,56.510324142200005,37.4606861859,63.836790271800005,73.5651796109,47.642098858100006,102.97549555799999
ENSMUSG00000031847,67.7697591146,59.791181517700004,49.570459773900005,62.1058744661,72.8138389038,44.7355821958,75.4333231919,72.9826327741
ENSMUSG00000052794,503.2901228364,572.002303186,433.2458184239,474.17342251120004,539.6203677663,468.2324269828,570.7126425706,506.87938104769995
ENSMUSG00000099508,1.9932282093,3.9860787677999996,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000097424,0.0,0.0,0.0,0.0,0.0,0.0,0.9925437262000001,0.0
ENSMUSG00000055833,50.827319336,22.9199529151,42.6305954056,9.8580753121,29.923495439899998,5.9647442928,29.776311786300003,36.9911974335
ENSMUSG00000074619,1.9932282093,3.9860787677999996,3.9656367819,0.0,6.982148936000001,7.9529923903999995,0.0,0.0
ENSMUSG00000040163,3.9864564185000004,14.9477953794,5.948455172899999,0.0,0.0,6.9588683416,0.0,0.0
ENSMUSG00000097893,0.0,5.9791181518,1.982818391,16.7587280305,2.9923495439999996,5.9647442928,0.9925437262000001,0.0
ENSMUSG00000095956,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000005983,74.746057847,52.815543674,89.226827593,100.5523681832,93.7602857117,107.3653972699,99.254372621,108.97406811479999
ENSMUSG00000027327,1425.1581696160001,1462.8909077998,1168.8714414686,1192.827112762,1417.3762340035,1500.1331896326,1187.0822965469001,1387.6697848013
ENSMUSG00000097933,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000097515,3.9864564185000004,0.0,0.0,0.0,2.9923495439999996,1.9882480975999999,0.0,0.0
ENSMUSG00000103840,0.0,0.0,0.0,0.0,1.9948996959999998,0.0,0.0,0.0
ENSMUSG00000107406,0.9966141045999999,0.0,0.0,1.9716150624000002,3.9897993919999997,3.9764961951999998,0.0,2.9992862783999996
ENSMUSG00000100282,0.0,0.0,2.9742275864,0.0,0.0,0.0,0.9925437262000001,0.0
ENSMUSG00000054822,2.9898423138999997,0.0,0.0,0.0,0.9974498479999999,0.9941240487999999,0.0,0.0
ENSMUSG00000100857,0.0,0.996519692,0.9914091955,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000086391,0.0,8.9686772277,0.0,10.8438828433,4.98724924,0.0,6.947806083500001,0.0
ENSMUSG00000078492,0.0,0.0,1.982818391,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000085437,0.0,0.0,0.0,0.0,0.9974498479999999,0.0,1.9850874524000002,0.0
ENSMUSG00000094103,3.9864564185000004,2.9895590759,8.922682759299999,12.8154979057,6.982148936000001,1.9882480975999999,0.9925437262000001,5.998572556799999
ENSMUSG00000087347,11.9593692555,1.9930393838999998,1.982818391,8.8722677809,11.969398175999999,7.9529923903999995,8.9328935359,0.0
ENSMUSG00000100147,0.9966141045999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSMUSG00000102356,0.0,0.0,0.9914091955,5.9148451872,0.0,0.0,0.0,0.0
ENSMUSG00000085637,17.939053883299998,8.9686772277,6.9398643683,5.9148451872,6.982148936000001,6.9588683416,10.9179809883,2.9992862783999996
ENSMUSG00000043773,220.2517171225,170.4048673254,185.39351955439997,122.24013386979999,222.43131610330002,184.907073076,148.8815589315,167.9600315898
ENSMUSG00000079271,6.9762987324,1.9930393838999998,0.0,0.9858075312000001,1.9948996959999998,1.9882480975999999,6.947806083500001,3.9990483712000002
ENSMUSG00000090440,0.0,0.0,0.9914091955,0.0,0.0,1.9882480975999999,0.9925437262000001,0.9997620928000001
ENSMUSG00000108263,0.0,0.0,1.982818391,3.9432301248000003,0.0,0.0,0.0,0.0
ENSMUSG00000103341,1.9932282093,0.0,0.0,0.0,0.9974498479999999,0.0,0.0,1.9995241856000001
ENSMUSG00000099681,480.36799843,413.55567216410003,501.65305291190003,533.3218743836001,491.74277506239997,539.809358496,401.9802091149,478.8860424494
ENSMUSG00000099988,1.9932282093,0.0,0.0,0.0,0.0,1.9882480975999999,7.940349809700001,0.0
ENSMUSG00000085889,0.0,0.0,0.0,0.0,0.0,0.0,0.9925437262000001,0.0
ENSMUSG00000104183,1.9932282093,0.0,0.0,2.9574225936,0.0,1.9882480975999999,0.0,0.9997620928000001
